"Time (s)","Latitude (째)","Longitude (째)","Height (m)","Velocity (m/s)","Direction (째)","Horizontal Accuracy (m)","Vertical Accuracy (째)"
1.506605336E2,5.238721925E1,4.953757810E0,4.427847355E-1,2.990000010E0,4.729999924E1,3.790092468E0,2.500000000E0
1.516612643E2,5.238724069E1,4.953776840E0,4.585734429E-1,2.680000067E0,2.520000076E1,3.790092468E0,2.500000000E0
1.526604744E2,5.238726711E1,4.953782450E0,8.897666945E-1,3.069999933E0,7.000000000E0,3.790092468E0,2.500000000E0
1.536627448E2,5.238729475E1,4.953775680E0,2.073070055E-1,3.009999990E0,3.495000000E2,3.790092468E0,2.500000000E0
1.546614991E2,5.238732476E1,4.953756750E0,1.124697119E0,3.460000038E0,3.363999939E2,3.790092468E0,2.500000000E0
1.556613440E2,5.238735260E1,4.953738550E0,9.405831014E-1,3.089999914E0,3.422000122E2,3.790092468E0,2.500000000E0
1.566607028E2,5.238737981E1,4.953726620E0,3.319112949E-1,3.109999895E0,3.435000000E2,3.790092468E0,2.500000000E0
1.576604634E2,5.238740596E1,4.953712030E0,-6.228603346E-2,3.119999886E0,3.340000000E2,3.790092468E0,2.500000000E0
1.586603813E2,5.238743060E1,4.953692010E0,-5.485907297E-1,3.079999924E0,3.306000061E2,3.790092468E0,2.500000000E0
1.596639643E2,5.238745449E1,4.953672880E0,-9.083090617E-1,2.990000010E0,3.335000000E2,3.790092468E0,2.500000000E0
1.606626644E2,5.238747760E1,4.953654230E0,-1.654808010E0,2.960000038E0,3.322999878E2,3.790092468E0,2.500000000E0
1.616621293E2,5.238750251E1,4.953635720E0,-1.742246696E0,3.140000105E0,3.341000061E2,3.790092468E0,2.500000000E0
1.626656622E2,5.238752846E1,4.953617980E0,-1.634981303E0,3.119999886E0,3.366000061E2,3.790092468E0,2.500000000E0
1.636616797E2,5.238755396E1,4.953598200E0,-2.255317838E0,3.170000076E0,3.313999939E2,3.790092468E0,2.500000000E0
1.646678420E2,5.238758598E1,4.953587680E0,-1.432158241E0,3.539999962E0,3.536000061E2,3.790092468E0,2.500000000E0
1.656611880E2,5.238761999E1,4.953571280E0,-1.631643281E0,3.700000048E0,3.362000122E2,3.790092468E0,2.500000000E0
1.666609475E2,5.238765260E1,4.953547360E0,-1.534381771E0,3.609999895E0,3.355000000E2,3.790092468E0,2.500000000E0
1.676672901E2,5.238768519E1,4.953523120E0,-1.445665398E0,3.710000038E0,3.348999939E2,3.790092468E0,2.500000000E0
1.686610748E2,5.238771785E1,4.953498860E0,-2.036514366E0,3.700000048E0,3.353999939E2,3.790092468E0,2.500000000E0
1.696626172E2,5.238774868E1,4.953476530E0,-2.135177317E0,3.539999962E0,3.377000122E2,3.790092468E0,2.500000000E0
1.706606241E2,5.238777847E1,4.953458600E0,-2.791639477E0,3.500000000E0,3.416000061E2,3.790092468E0,2.500000000E0
1.716613490E2,5.238780962E1,4.953445660E0,-3.377296008E0,3.630000114E0,3.477000122E2,3.790092468E0,2.500000000E0
1.726631435E2,5.238784214E1,4.953443370E0,-3.602348675E0,3.650000095E0,2.000000000E0,3.790092468E0,2.500000000E0
1.736641134E2,5.238787103E1,4.953463210E0,-3.633606987E0,3.460000038E0,3.160000038E1,3.790092468E0,2.500000000E0
1.746612467E2,5.238789505E1,4.953493250E0,-4.416880448E0,3.150000095E0,3.450000000E1,3.790092468E0,2.500000000E0
1.756645875E2,5.238791736E1,4.953527070E0,-4.616169766E0,3.359999895E0,4.320000076E1,3.790092468E0,2.500000000E0
1.766609865E2,5.238793814E1,4.953563210E0,-4.674529734E0,3.230000019E0,4.470000076E1,3.790092468E0,2.500000000E0
1.776631508E2,5.238796011E1,4.953597180E0,-4.654947378E0,3.329999924E0,4.179999924E1,3.790092468E0,2.500000000E0
1.786623883E2,5.238798245E1,4.953627440E0,-4.779348592E0,3.250000000E0,3.929999924E1,3.790092468E0,2.500000000E0
1.796616273E2,5.238800435E1,4.953657960E0,-4.433718542E0,3.160000086E0,4.340000153E1,3.790092468E0,2.500000000E0
1.806620603E2,5.238802689E1,4.953687680E0,-4.285414706E0,3.240000010E0,4.070000076E1,3.790092468E0,2.500000000E0
1.816611560E2,5.238804855E1,4.953717460E0,-4.351589629E0,3.150000095E0,4.300000000E1,3.790092468E0,2.500000000E0
1.826620940E2,5.238806966E1,4.953748260E0,-3.815103606E0,3.170000076E0,4.490000153E1,3.790092468E0,2.500000000E0
1.836611685E2,5.238809123E1,4.953778390E0,-3.735404429E0,3.170000076E0,4.140000153E1,3.790092468E0,2.500000000E0
1.846608019E2,5.238811289E1,4.953808860E0,-3.347416350E0,3.180000067E0,4.409999847E1,3.790092468E0,2.500000000E0
1.856620957E2,5.238813586E1,4.953840410E0,-2.838209955E0,3.200000048E0,4.620000076E1,3.790092468E0,2.500000000E0
1.866620523E2,5.238815962E1,4.953871660E0,-3.613548507E0,3.210000038E0,4.120000076E1,3.790092468E0,2.500000000E0
1.876637726E2,5.238818409E1,4.953898250E0,-3.510409761E0,3.180000067E0,3.400000000E1,3.790092468E0,2.549177170E0
1.886609257E2,5.238820868E1,4.953919530E0,-3.978563004E0,3.119999886E0,2.739999962E1,3.790092468E0,2.500000000E0
1.896616347E2,5.238823301E1,4.953925780E0,-4.598641886E0,2.759999990E0,3.099999905E0,3.790092468E0,2.500000000E0
1.906621362E2,5.238825846E1,4.953920290E0,-4.944067816E0,2.940000057E0,3.530000000E2,3.790092468E0,2.500000000E0
1.916608553E2,5.238828464E1,4.953908530E0,-5.235724390E0,3.039999962E0,3.453999939E2,3.790092468E0,2.500000000E0
1.926636690E2,5.238831599E1,4.953895040E0,-4.286590917E0,3.309999943E0,3.457999878E2,3.790092468E0,2.500000000E0
1.936621977E2,5.238834649E1,4.953878650E0,-4.596798725E0,3.349999905E0,3.396000061E2,3.790092468E0,2.500000000E0
1.946620764E2,5.238837839E1,4.953860520E0,-4.226890808E0,3.430000067E0,3.397000122E2,3.790092468E0,2.500000000E0
1.956622838E2,5.238840920E1,4.953841110E0,-3.935232260E0,3.400000095E0,3.366000061E2,3.790092468E0,2.500000000E0
1.966619614E2,5.238843804E1,4.953819380E0,-3.528526603E0,3.349999905E0,3.322000122E2,3.790092468E0,2.500000000E0
1.976629740E2,5.238846648E1,4.953799060E0,-3.016657119E0,3.329999924E0,3.368999939E2,3.790092468E0,2.500000000E0
1.986651908E2,5.238849574E1,4.953779770E0,-2.370630593E0,3.369999886E0,3.390000000E2,3.790092468E0,2.500000000E0
1.996627010E2,5.238852556E1,4.953763080E0,-2.302299507E0,3.430000067E0,3.422000122E2,3.790092468E0,2.500000000E0
2.006634866E2,5.238855580E1,4.953744210E0,-1.831320169E0,3.420000076E0,3.385000000E2,3.790092468E0,2.500000000E0
2.016620143E2,5.238858420E1,4.953723660E0,-1.188103221E0,3.380000114E0,3.380000000E2,3.790092468E0,2.500000000E0
2.026615040E2,5.238861062E1,4.953706040E0,-1.919826350E0,3.150000095E0,3.402999878E2,3.790092468E0,2.500000000E0
2.036637550E2,5.238863720E1,4.953688890E0,-7.344957540E-1,3.289999962E0,3.415000000E2,3.790092468E0,2.500000000E0
2.046669784E2,5.238866469E1,4.953671200E0,-4.290469896E-1,3.319999933E0,3.433999939E2,3.790092468E0,2.500000000E0
2.056642079E2,5.238869068E1,4.953651010E0,-6.607722305E-1,3.240000010E0,3.375000000E2,3.790092468E0,2.500000000E0
2.066622030E2,5.238871643E1,4.953630590E0,-1.030082016E-1,3.269999981E0,3.405000000E2,3.790092468E0,2.500000000E0
2.076626052E2,5.238874076E1,4.953609860E0,1.552541117E-1,3.190000057E0,3.356000061E2,3.790092468E0,2.500000000E0
2.086624205E2,5.238876187E1,4.953591660E0,-4.461668622E-1,2.940000057E0,3.367000122E2,3.790092468E0,2.500000000E0
2.096615565E2,5.238878296E1,4.953574010E0,-3.204146924E-1,3.009999990E0,3.373999939E2,3.790092468E0,2.500000000E0
2.106627153E2,5.238880555E1,4.953554980E0,-3.283892183E-1,3.119999886E0,3.357000122E2,3.790092468E0,2.500000000E0
2.116635562E2,5.238882859E1,4.953536000E0,-6.459333866E-1,3.089999914E0,3.370000000E2,3.790092468E0,2.500000000E0
2.126627095E2,5.238885192E1,4.953520760E0,-3.054549409E-1,3.059999943E0,3.427000122E2,3.790092468E0,2.500000000E0
2.136620122E2,5.238887764E1,4.953504710E0,-5.009843054E-1,3.089999914E0,3.392999878E2,3.790092468E0,2.500000000E0
2.146622338E2,5.238890226E1,4.953484340E0,-4.249723468E-1,3.140000105E0,3.322000122E2,3.790092468E0,2.500000000E0
2.156625898E2,5.238892739E1,4.953466280E0,2.784220566E-1,3.130000114E0,3.402999878E2,3.790092468E0,2.500000000E0
2.166616528E2,5.238895395E1,4.953452000E0,2.851043934E-1,3.190000057E0,3.432999878E2,3.790092468E0,2.500000000E0
2.176622288E2,5.238898040E1,4.953436870E0,-8.138286789E-2,3.150000095E0,3.448999939E2,3.790092468E0,2.500000000E0
2.186643181E2,5.238900665E1,4.953422630E0,-4.015442114E-1,3.119999886E0,3.447999878E2,3.790092468E0,2.500000000E0
2.196612363E2,5.238903380E1,4.953407770E0,-3.692876426E-1,3.240000010E0,3.451000061E2,3.790092468E0,2.500000000E0
2.206615192E2,5.238906316E1,4.953395830E0,-3.179222184E-1,3.349999905E0,3.511000061E2,3.790092468E0,2.500000000E0
2.216615298E2,5.238909218E1,4.953387680E0,-4.954369037E-1,3.210000038E0,3.527000122E2,3.790092468E0,2.500000000E0
2.226617409E2,5.238912005E1,4.953379400E0,-4.880778148E-1,3.180000067E0,3.515000000E2,3.790092468E0,2.500000000E0
2.236618969E2,5.238914766E1,4.953373050E0,-7.152760758E-1,3.180000067E0,3.537999878E2,3.790092468E0,2.500000000E0
2.246601694E2,5.238917552E1,4.953372440E0,-1.761928640E0,3.150000095E0,3.585000000E2,3.790092468E0,2.500000000E0
2.256616472E2,5.238920374E1,4.953376610E0,-1.680648215E0,3.200000048E0,4.599999905E0,3.790092468E0,2.500000000E0
2.266675101E2,5.238922759E1,4.953392820E0,-1.683412401E0,2.819999933E0,2.800000000E1,3.790092468E0,2.500000000E0
2.276609245E2,5.238924710E1,4.953424820E0,-1.668046116E0,3.069999933E0,4.820000076E1,3.790092468E0,2.500000000E0
2.286644037E2,5.238926589E1,4.953462010E0,-1.795866305E0,2.880000114E0,5.079999924E1,3.790092468E0,2.500000000E0
2.296611284E2,5.238927864E1,4.953502130E0,-1.786303252E0,2.950000048E0,6.990000153E1,3.790092468E0,2.500000000E0
2.306608786E2,5.238928877E1,4.953540990E0,-2.083751502E0,2.750000000E0,6.509999847E1,3.790092468E0,2.500000000E0
2.316617644E2,5.238930201E1,4.953574350E0,-1.476840620E0,2.690000057E0,5.679999924E1,3.790092468E0,2.500000000E0
2.326645942E2,5.238931669E1,4.953611870E0,-1.658987759E0,2.960000038E0,6.209999847E1,3.790092468E0,2.500000000E0
2.336620729E2,5.238933019E1,4.953650090E0,-1.473643495E0,2.819999933E0,6.179999924E1,3.790092468E0,2.500000000E0
2.346620291E2,5.238934318E1,4.953685310E0,-1.699007274E0,2.690000057E0,5.850000000E1,3.790092468E0,2.500000000E0
2.356629285E2,5.238935567E1,4.953723580E0,-1.501152212E0,2.940000057E0,6.459999847E1,3.790092468E0,2.500000000E0
2.366617431E2,5.238936559E1,4.953760090E0,-1.519610432E0,2.630000114E0,6.669999695E1,3.790092468E0,2.500000000E0
2.376616116E2,5.238938291E1,4.953793640E0,-1.167942649E0,3.309999943E0,4.140000153E1,3.790092468E0,2.500000000E0
2.386638349E2,5.238940050E1,4.953831790E0,-8.375730667E-1,3.089999914E0,5.640000153E1,3.790092468E0,2.500000000E0
2.396611772E2,5.238942133E1,4.953860640E0,-9.144918924E-1,3.089999914E0,2.660000038E1,3.790092468E0,2.500000000E0
2.406627853E2,5.238944941E1,4.953863460E0,-2.032075689E-1,3.269999981E0,3.525000000E2,3.790092468E0,2.500000000E0
2.416629918E2,5.238947731E1,4.953850180E0,-4.698992040E-1,3.119999886E0,3.427999878E2,3.790092468E0,2.500000000E0
2.426626993E2,5.238950356E1,4.953831820E0,-3.882685170E-1,3.170000076E0,3.367000122E2,3.790092468E0,2.500000000E0
2.436619012E2,5.238952931E1,4.953815200E0,-5.183074491E-1,3.079999924E0,3.427999878E2,3.790092468E0,2.500000000E0
2.446613333E2,5.238955611E1,4.953800520E0,-5.765664100E-1,3.180000067E0,3.427999878E2,3.790092468E0,2.500000000E0
2.456614017E2,5.238958410E1,4.953785880E0,-7.372406446E-1,3.259999990E0,3.422999878E2,3.790092468E0,2.500000000E0
2.466616120E2,5.238961140E1,4.953772580E0,-5.826074633E-1,3.170000076E0,3.437999878E2,3.790092468E0,2.500000000E0
2.476619724E2,5.238963866E1,4.953762100E0,-3.323916390E-1,3.210000038E0,3.475000000E2,3.790092468E0,2.500000000E0
2.486615725E2,5.238966491E1,4.953752530E0,-8.863759414E-1,3.089999914E0,3.453999939E2,3.790092468E0,2.500000000E0
2.496615420E2,5.238969335E1,4.953740920E0,-4.238177871E-1,3.369999886E0,3.432000122E2,3.790092468E0,2.500000000E0
2.506623389E2,5.238972127E1,4.953729650E0,-4.659598824E-1,3.200000048E0,3.461000061E2,3.790092468E0,2.500000000E0
2.516629524E2,5.238974824E1,4.953717490E0,-8.820052176E-1,3.210000038E0,3.426000061E2,3.790092468E0,2.500000000E0
2.526622192E2,5.238977381E1,4.953704090E0,-1.158893115E0,3.069999933E0,3.427999878E2,3.790092468E0,2.500000000E0
2.536624445E2,5.238979857E1,4.953694360E0,-1.278492426E0,2.960000038E0,3.492000122E2,3.790092468E0,2.500000000E0
2.546630950E2,5.238982341E1,4.953689550E0,-1.488542855E0,3.000000000E0,3.543999939E2,3.790092468E0,2.500000000E0
2.556641194E2,5.238984543E1,4.953698800E0,-1.172832261E0,2.609999895E0,2.339999962E1,3.790092468E0,2.500000000E0
2.566652319E2,5.238986178E1,4.953732840E0,-9.841904730E-1,3.220000029E0,5.859999847E1,3.790092468E0,2.500000000E0
2.576624222E2,5.238987189E1,4.953777860E0,-8.132513625E-1,3.069999933E0,6.990000153E1,3.790092468E0,2.500000000E0
2.586599880E2,5.238988115E1,4.953820430E0,2.281074709E-1,2.910000086E0,7.090000153E1,3.790092468E0,2.500000000E0
2.596610938E2,5.238988791E1,4.953861170E0,7.715979056E-1,2.880000114E0,7.630000305E1,3.790092468E0,2.500000000E0
2.606601167E2,5.238989554E1,4.953901670E0,8.183243031E-1,2.950000048E0,7.059999847E1,3.790092468E0,2.500000000E0
2.616658991E2,5.238990460E1,4.953945850E0,1.019901077E0,3.099999905E0,7.300000000E1,3.790092468E0,2.500000000E0
2.626610835E2,5.238990934E1,4.953987540E0,9.178203407E-1,2.920000076E0,8.350000000E1,3.790092468E0,2.500000000E0
2.636660019E2,5.238991112E1,4.954028770E0,4.223025024E-1,2.930000067E0,8.740000153E1,3.790092468E0,2.500000000E0
2.646604251E2,5.238991288E1,4.954069780E0,2.423973002E-1,2.890000105E0,8.550000000E1,3.790092468E0,2.500000000E0
2.656597567E2,5.238991279E1,4.954114910E0,8.585734095E-1,3.089999914E0,9.359999847E1,3.790092468E0,2.500000000E0
2.666609245E2,5.238991396E1,4.954159550E0,8.409009304E-1,3.019999981E0,8.419999695E1,3.790092468E0,2.500000000E0
2.676613191E2,5.238991914E1,4.954207280E0,1.491509893E0,3.150000095E0,8.109999847E1,3.790092468E0,2.500000000E0
2.686617519E2,5.238992195E1,4.954249540E0,4.906840647E-1,2.829999924E0,8.990000153E1,3.790092468E0,2.500000000E0
2.696606463E2,5.238992322E1,4.954290720E0,1.918817794E-1,2.980000019E0,8.669999695E1,3.790092468E0,2.500000000E0
2.706652574E2,5.238992614E1,4.954336380E0,1.232134752E0,3.170000076E0,8.419999695E1,3.790092468E0,2.500000000E0
2.716626157E2,5.238992966E1,4.954380860E0,1.382861524E0,3.000000000E0,8.109999847E1,3.790092468E0,2.500000000E0
2.726617604E2,5.238993254E1,4.954422150E0,9.734658935E-1,2.880000114E0,8.590000153E1,3.790092468E0,2.500000000E0
2.736616838E2,5.238993337E1,4.954463960E0,1.747854194E-1,3.009999990E0,9.050000000E1,3.790092468E0,2.500000000E0
2.746643058E2,5.238993771E1,4.954505090E0,-5.524793179E-1,3.009999990E0,7.690000153E1,3.790092468E0,2.500000000E0
2.756605280E2,5.238994350E1,4.954546820E0,-9.081596080E-1,2.980000019E0,8.009999847E1,3.790092468E0,2.500000000E0
2.766617667E2,5.238994764E1,4.954589380E0,-2.040273112E-1,2.930000067E0,8.140000153E1,3.790092468E0,2.500000000E0
2.776621144E2,5.238995076E1,4.954631360E0,-1.792180952E-1,2.910000086E0,8.369999695E1,3.790092468E0,2.500000000E0
2.786607792E2,5.238995150E1,4.954672060E0,-9.001405560E-1,2.890000105E0,8.859999847E1,3.790092468E0,2.500000000E0
2.796630936E2,5.238995120E1,4.954709480E0,-1.489047370E0,2.710000038E0,8.750000000E1,3.790092468E0,2.500000000E0
2.806609811E2,5.238995200E1,4.954750430E0,-8.622523139E-1,3.039999962E0,8.600000000E1,3.790092468E0,2.500000000E0
2.816611855E2,5.238995109E1,4.954792550E0,-4.903418243E-1,2.930000067E0,9.330000305E1,3.790092468E0,2.500000000E0
2.826620334E2,5.238994507E1,4.954831160E0,3.622242232E-2,2.880000114E0,1.079000015E2,3.790092468E0,2.500000000E0
2.836643603E2,5.238993107E1,4.954866580E0,1.528613281E-1,3.039999962E0,1.251999969E2,3.790092468E0,2.500000000E0
2.846632128E2,5.238991170E1,4.954895480E0,6.774477622E-1,2.940000057E0,1.378999939E2,3.790092468E0,2.500000000E0
2.856607169E2,5.238988823E1,4.954916240E0,5.864840536E-1,3.009999990E0,1.523999939E2,3.790092468E0,2.500000000E0
2.866611097E2,5.238986387E1,4.954931860E0,1.822836555E-1,2.880000114E0,1.571999969E2,3.790092468E0,2.500000000E0
2.876612839E2,5.238983926E1,4.954943740E0,2.106979061E-1,2.829999924E0,1.603999939E2,3.790092468E0,2.500000000E0
2.886630786E2,5.238981567E1,4.954957430E0,4.556063653E-1,2.869999886E0,1.535000000E2,3.790092468E0,2.500000000E0
2.896621344E2,5.238979142E1,4.954973690E0,5.416408720E-1,2.910000086E0,1.566999969E2,3.790092468E0,2.500000000E0
2.906602308E2,5.238976979E1,4.954969890E0,-4.042341411E-2,2.400000095E0,1.976000061E2,3.790092468E0,2.500000000E0
2.916607981E2,5.238975123E1,4.954949020E0,-1.243853763E-1,2.539999962E0,2.191000061E2,3.790092468E0,2.500000000E0
2.926644261E2,5.238973128E1,4.954920810E0,3.725790154E-1,3.039999962E0,2.203000031E2,3.790092468E0,2.500000000E0
2.936617205E2,5.238971127E1,4.954892080E0,6.954707528E-1,2.910000086E0,2.241000061E2,3.790092468E0,2.500000000E0
2.946668830E2,5.238969201E1,4.954862660E0,5.201331759E-1,3.000000000E0,2.253000031E2,3.790092468E0,2.500000000E0
2.956614934E2,5.238967181E1,4.954833560E0,7.410957163E-1,3.019999981E0,2.238999939E2,3.790092468E0,2.500000000E0
2.966623741E2,5.238965189E1,4.954804280E0,1.006003863E0,2.990000010E0,2.273000031E2,3.790092468E0,2.500000000E0
2.976636156E2,5.238963224E1,4.954774970E0,8.703386472E-1,3.019999981E0,2.248000031E2,3.790092468E0,2.500000000E0
2.986614243E2,5.238961135E1,4.954744280E0,7.950346290E-1,3.160000086E0,2.251999969E2,3.790092468E0,2.500000000E0
2.996619825E2,5.238959063E1,4.954713980E0,1.265141237E0,3.079999924E0,2.248000031E2,3.790092468E0,2.500000000E0
